dataset,subject,model,uncertainty_score,coverage,target_coverage,score_cutoff,risk,accuracy,n_covered
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.3506944444444444,0.35,0.6057330538943232,0.3465346534653465,0.6534653465346535,101
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.4027777777777778,0.4,0.5843652956428623,0.39655172413793105,0.603448275862069,116
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.4513888888888889,0.45,0.568428969361178,0.4076923076923077,0.5923076923076923,130
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.5,0.5,0.5551804139642904,0.4305555555555556,0.5694444444444444,144
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.5520833333333334,0.55,0.5426858282271743,0.4276729559748428,0.5723270440251572,159
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.6006944444444444,0.6,0.5297987394575304,0.4277456647398844,0.5722543352601156,173
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.6527777777777778,0.65,0.5183131526419924,0.43617021276595747,0.5638297872340425,188
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.7013888888888888,0.7,0.5070849477323905,0.43069306930693074,0.5693069306930693,202
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.75,0.75,0.4990835420269503,0.42592592592592593,0.5740740740740741,216
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.8020833333333334,0.8,0.4930494873975336,0.4285714285714286,0.5714285714285714,231
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.8506944444444444,0.85,0.4788993838359103,0.43673469387755104,0.563265306122449,245
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.9027777777777778,0.9,0.4314480545575787,0.44999999999999996,0.55,260
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,0.9513888888888888,0.95,0.3995203821496581,0.45620437956204385,0.5437956204379562,274
BCI_IV_2a,1,eegnet_uncalibrated,max-prob,1.0,1.0,0.2856480055620435,0.45833333333333337,0.5416666666666666,288
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.052083333333333336,0.05,0.9273825628844161,0.33333333333333337,0.6666666666666666,15
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.10069444444444445,0.1,0.8955928544680603,0.3793103448275862,0.6206896551724138,29
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.1527777777777778,0.15,0.8244750007660133,0.34090909090909094,0.6590909090909091,44
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.2013888888888889,0.2,0.7904894522682763,0.3448275862068966,0.6551724137931034,58
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.25,0.25,0.6734002639979579,0.3472222222222222,0.6527777777777778,72
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.3020833333333333,0.3,0.6408842470094877,0.3448275862068966,0.6551724137931034,87
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.3506944444444444,0.35,0.6121202750298613,0.3564356435643564,0.6435643564356436,101
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.4027777777777778,0.4,0.58959042641054,0.3879310344827587,0.6120689655172413,116
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.4513888888888889,0.45,0.5742997051047612,0.4076923076923077,0.5923076923076923,130
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.5,0.5,0.5591903487092942,0.4305555555555556,0.5694444444444444,144
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.5520833333333334,0.55,0.5463506504367739,0.4339622641509434,0.5660377358490566,159
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.6006944444444444,0.6,0.5344408807776432,0.4277456647398844,0.5722543352601156,173
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.6527777777777778,0.65,0.52210337069397,0.43617021276595747,0.5638297872340425,188
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.7013888888888888,0.7,0.510157824864917,0.43069306930693074,0.5693069306930693,202
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.75,0.75,0.502959664238158,0.4305555555555556,0.5694444444444444,216
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.8020833333333334,0.8,0.4965081856619711,0.4242424242424242,0.5757575757575758,231
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.8506944444444444,0.85,0.48067586596196477,0.43673469387755104,0.563265306122449,245
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.9027777777777778,0.9,0.43692415099459453,0.44999999999999996,0.55,260
BCI_IV_2a,1,eegnet_calibrated,max-prob,0.9513888888888888,0.95,0.4037030208632702,0.45620437956204385,0.5437956204379562,274
BCI_IV_2a,1,eegnet_calibrated,max-prob,1.0,1.0,0.286641784282706,0.45833333333333337,0.5416666666666666,288
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.052083333333333336,0.05,0.978438223573206,0.06666666666666665,0.9333333333333333,15
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.10069444444444445,0.1,0.9558545947361488,0.06896551724137934,0.9310344827586207,29
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.1527777777777778,0.15,0.9229095809810928,0.09090909090909094,0.9090909090909091,44
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.2013888888888889,0.2,0.9004490482029812,0.08620689655172409,0.9137931034482759,58
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.25,0.25,0.8871571031035518,0.11111111111111116,0.8888888888888888,72
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.3020833333333333,0.3,0.8602614460906702,0.09195402298850575,0.9080459770114943,87
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.3506944444444444,0.35,0.8353369432895816,0.09900990099009899,0.900990099009901,101
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.4027777777777778,0.4,0.8090886910497767,0.10344827586206895,0.896551724137931,116
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.4513888888888889,0.45,0.789496333296322,0.09230769230769231,0.9076923076923077,130
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.5,0.5,0.7736825311067715,0.10416666666666663,0.8958333333333334,144
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.5520833333333334,0.55,0.7361951288793652,0.10691823899371067,0.8930817610062893,159
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.6006944444444444,0.6,0.7098645160321977,0.1329479768786127,0.8670520231213873,173
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.6527777777777778,0.65,0.681482389369338,0.13297872340425532,0.8670212765957447,188
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.7013888888888888,0.7,0.6602926588351051,0.14356435643564358,0.8564356435643564,202
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.75,0.75,0.6292683106193154,0.1527777777777778,0.8472222222222222,216
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.8020833333333334,0.8,0.5862088735874477,0.16450216450216448,0.8354978354978355,231
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.8506944444444444,0.85,0.5674340225361273,0.17959183673469392,0.8204081632653061,245
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.9027777777777778,0.9,0.5374663433487051,0.1923076923076923,0.8076923076923077,260
BCI_IV_2a,1,spatial_uncalibrated,max-prob,0.9513888888888888,0.95,0.5070850940112531,0.21532846715328469,0.7846715328467153,274
BCI_IV_2a,1,spatial_uncalibrated,max-prob,1.0,1.0,0.3727943944563171,0.2222222222222222,0.7777777777777778,288
BCI_IV_2a,1,spatial_calibrated,max-prob,0.052083333333333336,0.05,0.991154622634547,0.06666666666666665,0.9333333333333333,15
BCI_IV_2a,1,spatial_calibrated,max-prob,0.10069444444444445,0.1,0.9812234531944348,0.06896551724137934,0.9310344827586207,29
BCI_IV_2a,1,spatial_calibrated,max-prob,0.1527777777777778,0.15,0.9591956416353236,0.09090909090909094,0.9090909090909091,44
BCI_IV_2a,1,spatial_calibrated,max-prob,0.2013888888888889,0.2,0.9446228725488722,0.10344827586206895,0.896551724137931,58
BCI_IV_2a,1,spatial_calibrated,max-prob,0.25,0.25,0.93097334961075,0.11111111111111116,0.8888888888888888,72
BCI_IV_2a,1,spatial_calibrated,max-prob,0.3020833333333333,0.3,0.9150287686387741,0.09195402298850575,0.9080459770114943,87
BCI_IV_2a,1,spatial_calibrated,max-prob,0.3506944444444444,0.35,0.8898942452818918,0.09900990099009899,0.900990099009901,101
BCI_IV_2a,1,spatial_calibrated,max-prob,0.4027777777777778,0.4,0.8703573785774744,0.10344827586206895,0.896551724137931,116
BCI_IV_2a,1,spatial_calibrated,max-prob,0.4513888888888889,0.45,0.8530193883803464,0.09230769230769231,0.9076923076923077,130
BCI_IV_2a,1,spatial_calibrated,max-prob,0.5,0.5,0.8291851237497425,0.09722222222222221,0.9027777777777778,144
BCI_IV_2a,1,spatial_calibrated,max-prob,0.5520833333333334,0.55,0.7912689386314397,0.11949685534591192,0.8805031446540881,159
BCI_IV_2a,1,spatial_calibrated,max-prob,0.6006944444444444,0.6,0.758220598313273,0.12716763005780352,0.8728323699421965,173
BCI_IV_2a,1,spatial_calibrated,max-prob,0.6527777777777778,0.65,0.7341627541370169,0.13297872340425532,0.8670212765957447,188
BCI_IV_2a,1,spatial_calibrated,max-prob,0.7013888888888888,0.7,0.7081585312825613,0.14851485148514854,0.8514851485148515,202
BCI_IV_2a,1,spatial_calibrated,max-prob,0.75,0.75,0.6613205727576418,0.1527777777777778,0.8472222222222222,216
BCI_IV_2a,1,spatial_calibrated,max-prob,0.8020833333333334,0.8,0.6318818594038426,0.16883116883116878,0.8311688311688312,231
BCI_IV_2a,1,spatial_calibrated,max-prob,0.8506944444444444,0.85,0.5919928814996813,0.17551020408163265,0.8244897959183674,245
BCI_IV_2a,1,spatial_calibrated,max-prob,0.9027777777777778,0.9,0.5557065535121704,0.18846153846153846,0.8115384615384615,260
BCI_IV_2a,1,spatial_calibrated,max-prob,0.9513888888888888,0.95,0.5183677077158377,0.21167883211678828,0.7883211678832117,274
BCI_IV_2a,1,spatial_calibrated,max-prob,1.0,1.0,0.3871845815952835,0.2222222222222222,0.7777777777777778,288
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.052083333333333336,0.05,0.9804898890812965,0.1333333333333333,0.8666666666666667,15
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.10069444444444445,0.1,0.9427796338728958,0.1724137931034483,0.8275862068965517,29
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.1527777777777778,0.15,0.884750602057349,0.15909090909090906,0.8409090909090909,44
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.2013888888888889,0.2,0.8583464705077913,0.13793103448275867,0.8620689655172413,58
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.25,0.25,0.8381211784668003,0.13888888888888884,0.8611111111111112,72
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.3020833333333333,0.3,0.8142242342338818,0.13793103448275867,0.8620689655172413,87
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.3506944444444444,0.35,0.7955049338042117,0.15841584158415845,0.8415841584158416,101
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.4027777777777778,0.4,0.7702791114943718,0.15517241379310343,0.8448275862068966,116
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.4513888888888889,0.45,0.7594053387583399,0.1461538461538462,0.8538461538461538,130
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.5,0.5,0.7465154467369332,0.1527777777777778,0.8472222222222222,144
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.5520833333333334,0.55,0.7189482364724294,0.15094339622641506,0.8490566037735849,159
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.6006944444444444,0.6,0.7001366009919897,0.16763005780346818,0.8323699421965318,173
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.6527777777777778,0.65,0.6824323390857331,0.15957446808510634,0.8404255319148937,188
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.7013888888888888,0.7,0.6561629406057399,0.1732673267326733,0.8267326732673267,202
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.75,0.75,0.6245436551560027,0.17592592592592593,0.8240740740740741,216
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.8020833333333334,0.8,0.594200306097331,0.18181818181818177,0.8181818181818182,231
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.8506944444444444,0.85,0.5775163142818608,0.20408163265306123,0.7959183673469388,245
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.9027777777777778,0.9,0.5455545034975791,0.2153846153846154,0.7846153846153846,260
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,0.9513888888888888,0.95,0.5034085198032143,0.24087591240875916,0.7591240875912408,274
BCI_IV_2a,1,deep_ensemble_validation_weighted,max-prob,1.0,1.0,0.3593818273522562,0.2534722222222222,0.7465277777777778,288
